title,location,price_raw,price_value,bhk,bathrooms,super_area_sqft,carpet_area_sqft,rent_real,initial_monthly_rent,property_price,interest_rate,down_payment_percent,down_payment,loan_amount,monthly_emi,effective_rent,total_tax_buy,total_tax_rent,final_buying_cost,final_renting_cost,decision,search_text
"3 BHK Flat for Sale in Purva Bluebelle, Magadi Main Road, Bangalore","purva bluebelle, magadi main road, bangalore",₹2.25 Cr,22500000,3,3,1434.0,,70000.0,70000.0,22500000,8.5,0.25,5625000.0,16875000.0,146445.0,146445.0,3375000.0,4200000.0,25875000.0,21000000.0,RENT,"3 BHK Flat for Sale in Purva Bluebelle, Magadi Main Road, Bangalore located in purva bluebelle, magadi main road, bangalore"
"3 BHK Flat for Sale in Magnolia Delight, Kasaba Hobli, Bangalore","magnolia delight, kasaba hobli, bangalore",₹4.02 Cr,40199999,3,4,2668.0,,70000.0,70000.0,40199999,8.5,0.25,10049999.75,30149999.25,261649.0,261649.0,6029999.85,4200000.0,46229998.85,21000000.0,RENT,"3 BHK Flat for Sale in Magnolia Delight, Kasaba Hobli, Bangalore located in magnolia delight, kasaba hobli, bangalore"
"4 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore","vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore",₹4.76 Cr,47600000,4,4,,1663.0,195000.0,195000.0,47600000,8.5,0.25,11900000.0,35700000.0,309813.0,309813.0,7140000.0,11700000.0,54740000.0,58500000.0,BUY,"4 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore located in vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore"
4 BHK Villa for Sale in Devanahalli Bangalore,devanahalli bangalore,₹6.50 Cr,65000000,4,4,3447.0,,195000.0,195000.0,65000000,8.5,0.25,16250000.0,48750000.0,423064.0,423064.0,9750000.0,11700000.0,74750000.0,58500000.0,RENT,4 BHK Villa for Sale in Devanahalli Bangalore located in devanahalli bangalore
"4 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore","vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore",₹4.76 Cr,47600000,4,4,,1663.0,195000.0,195000.0,47600000,8.5,0.25,11900000.0,35700000.0,309813.0,309813.0,7140000.0,11700000.0,54740000.0,58500000.0,BUY,"4 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore located in vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore"
"3 BHK Flat for Sale in SNN Estates Felicity, Rachenahalli, Thanisandra, Bangalore","snn estates felicity, rachenahalli, thanisandra, bangalore",₹1.88 Cr,18800000,3,3,1620.0,,70000.0,70000.0,18800000,8.5,0.25,4700000.0,14100000.0,122363.0,122363.0,2820000.0,4200000.0,21620000.0,21000000.0,RENT,"3 BHK Flat for Sale in SNN Estates Felicity, Rachenahalli, Thanisandra, Bangalore located in snn estates felicity, rachenahalli, thanisandra, bangalore"
"5 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore","prestige raintree park, varthur, bangalore",₹5.23 Cr,52300000,5,5,3688.0,,454999.5,454999.5,52300000,8.5,0.25,13075000.0,39225000.0,340404.0,340404.0,7845000.0,27299970.0,60145000.0,136499850.0,BUY,"5 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore located in prestige raintree park, varthur, bangalore"
4 BHK Villa for Sale in Devanahalli Bangalore,devanahalli bangalore,₹5.77 Cr,57699999,4,4,4400.0,,195000.0,195000.0,57699999,8.5,0.25,14424999.75,43274999.25,375550.0,375550.0,8654999.85,11700000.0,66354998.85,58500000.0,RENT,4 BHK Villa for Sale in Devanahalli Bangalore located in devanahalli bangalore
"2 BHK Flat for Sale in Provident Botanico, Soukya Road, Bangalore","provident botanico, soukya road, bangalore",₹99.7 Lac,9970000,2,2,1059.0,,43000.0,43000.0,9970000,8.5,0.25,2492500.0,7477500.0,64891.0,64891.0,1495500.0,2580000.0,11465500.0,12900000.0,BUY,"2 BHK Flat for Sale in Provident Botanico, Soukya Road, Bangalore located in provident botanico, soukya road, bangalore"
"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore","prestige raintree park, varthur, bangalore",₹3.52 Cr,35200000,4,3,2482.0,,195000.0,195000.0,35200000,8.5,0.25,8800000.0,26400000.0,229105.0,229105.0,5280000.0,11700000.0,40480000.0,58500000.0,BUY,"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore located in prestige raintree park, varthur, bangalore"
"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore","prestige raintree park, varthur, bangalore",₹3.18 Cr,31800000,4,3,2240.0,,195000.0,195000.0,31800000,8.5,0.25,7950000.0,23850000.0,206976.0,206976.0,4770000.0,11700000.0,36570000.0,58500000.0,BUY,"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore located in prestige raintree park, varthur, bangalore"
"3 BHK Flat for Sale in Provident Botanico, Soukya Road, Bangalore","provident botanico, soukya road, bangalore",₹1.25 Cr,12500000,3,3,1334.0,,70000.0,70000.0,12500000,8.5,0.25,3125000.0,9375000.0,81358.0,81358.0,1875000.0,4200000.0,14375000.0,21000000.0,BUY,"3 BHK Flat for Sale in Provident Botanico, Soukya Road, Bangalore located in provident botanico, soukya road, bangalore"
"3 BHK Flat for Sale in Godrej Woods, Thanisandra Main Road, Bangalore","godrej woods, thanisandra main road, bangalore",₹3.31 Cr,33100000,3,3,,1194.0,70000.0,70000.0,33100000,8.5,0.25,8275000.0,24825000.0,215437.0,215437.0,4965000.0,4200000.0,38065000.0,21000000.0,RENT,"3 BHK Flat for Sale in Godrej Woods, Thanisandra Main Road, Bangalore located in godrej woods, thanisandra main road, bangalore"
"3 BHK Flat for Sale in Shriram Songs Of The Earth, Anekal, Bangalore","shriram songs of the earth, anekal, bangalore",₹1.60 Cr,16000000,3,3,1710.0,,70000.0,70000.0,16000000,8.5,0.25,4000000.0,12000000.0,104139.0,104139.0,2400000.0,4200000.0,18400000.0,21000000.0,BUY,"3 BHK Flat for Sale in Shriram Songs Of The Earth, Anekal, Bangalore located in shriram songs of the earth, anekal, bangalore"
"3 BHK Flat for Sale in The Clan by Global Edifice, Sarjapura, Bangalore","the clan by global edifice, sarjapura, bangalore",₹1.17 Cr,11700000,3,3,1572.0,,70000.0,70000.0,11700000,8.5,0.25,2925000.0,8775000.0,76151.0,76151.0,1755000.0,4200000.0,13455000.0,21000000.0,BUY,"3 BHK Flat for Sale in The Clan by Global Edifice, Sarjapura, Bangalore located in the clan by global edifice, sarjapura, bangalore"
"3 BHK Flat for Sale in Sobha Neopolis, Panathur, Bangalore","sobha neopolis, panathur, bangalore",₹2.80 Cr,28000000,3,3,1915.0,,70000.0,70000.0,28000000,8.5,0.25,7000000.0,21000000.0,182243.0,182243.0,4200000.0,4200000.0,32200000.0,21000000.0,RENT,"3 BHK Flat for Sale in Sobha Neopolis, Panathur, Bangalore located in sobha neopolis, panathur, bangalore"
"3 BHK Flat for Sale in Brigade Eternia, Yelahanka, Bangalore","brigade eternia, yelahanka, bangalore",₹2.43 Cr,24300000,3,3,1620.0,,70000.0,70000.0,24300000,8.5,0.25,6075000.0,18225000.0,158161.0,158161.0,3645000.0,4200000.0,27945000.0,21000000.0,RENT,"3 BHK Flat for Sale in Brigade Eternia, Yelahanka, Bangalore located in brigade eternia, yelahanka, bangalore"
"4 BHK Flat for Sale in Nambiar District 25, Sarjapur Road, Bangalore","nambiar district 25, sarjapur road, bangalore",₹2.54 Cr,25400000,4,4,2065.0,,195000.0,195000.0,25400000,8.5,0.25,6350000.0,19050000.0,165320.0,165320.0,3810000.0,11700000.0,29210000.0,58500000.0,BUY,"4 BHK Flat for Sale in Nambiar District 25, Sarjapur Road, Bangalore located in nambiar district 25, sarjapur road, bangalore"
4 BHK Villa for Sale in Devanahalli Bangalore,devanahalli bangalore,₹8.55 Cr,85500000,4,4,5100.0,,195000.0,195000.0,85500000,8.5,0.25,21375000.0,64125000.0,556492.0,556492.0,12825000.0,11700000.0,98325000.0,58500000.0,RENT,4 BHK Villa for Sale in Devanahalli Bangalore located in devanahalli bangalore
"2 BHK Flat for Sale in Brigade Lakecrest, Krishnarajapura, Bangalore","brigade lakecrest, krishnarajapura, bangalore",₹1.95 Cr,19500000,2,2,1598.0,,43000.0,43000.0,19500000,8.5,0.25,4875000.0,14625000.0,126919.0,126919.0,2925000.0,2580000.0,22425000.0,12900000.0,RENT,"2 BHK Flat for Sale in Brigade Lakecrest, Krishnarajapura, Bangalore located in brigade lakecrest, krishnarajapura, bangalore"
"4 BHK Flat for Sale in Century Silicon City, Marathahalli, Bangalore","century silicon city, marathahalli, bangalore",₹4.68 Cr,46800000,4,4,3115.0,,195000.0,195000.0,46800000,8.5,0.25,11700000.0,35100000.0,304606.0,304606.0,7020000.0,11700000.0,53820000.0,58500000.0,BUY,"4 BHK Flat for Sale in Century Silicon City, Marathahalli, Bangalore located in century silicon city, marathahalli, bangalore"
"4 BHK Flat for Sale in The Earthscape by Bricks and Milestones, Gunjur, Bangalore","the earthscape by bricks and milestones, gunjur, bangalore",₹2.27 Cr,22700000,4,4,2278.0,,195000.0,195000.0,22700000,8.5,0.25,5675000.0,17025000.0,147747.0,147747.0,3405000.0,11700000.0,26105000.0,58500000.0,BUY,"4 BHK Flat for Sale in The Earthscape by Bricks and Milestones, Gunjur, Bangalore located in the earthscape by bricks and milestones, gunjur, bangalore"
4 BHK Villa for Sale in Electronic City Bangalore,electronic city bangalore,₹5.54 Cr,55400000,4,5,4430.0,,195000.0,195000.0,55400000,8.5,0.25,13850000.0,41550000.0,360581.0,360581.0,8310000.0,11700000.0,63710000.0,58500000.0,RENT,4 BHK Villa for Sale in Electronic City Bangalore located in electronic city bangalore
"3 BHK Flat for Sale in Godrej Woods, Thanisandra Main Road, Bangalore","godrej woods, thanisandra main road, bangalore",₹3.31 Cr,33100000,3,3,,1194.0,70000.0,70000.0,33100000,8.5,0.25,8275000.0,24825000.0,215437.0,215437.0,4965000.0,4200000.0,38065000.0,21000000.0,RENT,"3 BHK Flat for Sale in Godrej Woods, Thanisandra Main Road, Bangalore located in godrej woods, thanisandra main road, bangalore"
"2 BHK Flat for Sale in Mana Capitol, Sarjapur Road, Bangalore","mana capitol, sarjapur road, bangalore",₹1.39 Cr,13899999,2,2,1061.0,,43000.0,43000.0,13899999,8.5,0.25,3474999.75,10424999.25,90471.0,90471.0,2084999.85,2580000.0,15984998.85,12900000.0,RENT,"2 BHK Flat for Sale in Mana Capitol, Sarjapur Road, Bangalore located in mana capitol, sarjapur road, bangalore"
"3 BHK Flat for Sale in Neobuild The Right Life, Sarjapur Road, Bangalore","neobuild the right life, sarjapur road, bangalore",₹1.99 Cr,19900000,3,3,,1029.0,70000.0,70000.0,19900000,8.5,0.25,4975000.0,14925000.0,129523.0,129523.0,2985000.0,4200000.0,22885000.0,21000000.0,RENT,"3 BHK Flat for Sale in Neobuild The Right Life, Sarjapur Road, Bangalore located in neobuild the right life, sarjapur road, bangalore"
"1 BHK Flat for Sale in Prestige Smart City, Sarjapur Road, Bangalore","prestige smart city, sarjapur road, bangalore",₹81.1 Lac,8109999,1,1,666.0,,30500.0,30500.0,8109999,8.5,0.25,2027499.75,6082499.25,52785.0,52785.0,1216499.85,1830000.0,9326498.85,9150000.0,RENT,"1 BHK Flat for Sale in Prestige Smart City, Sarjapur Road, Bangalore located in prestige smart city, sarjapur road, bangalore"
"3 BHK Flat for Sale in TVS Emerald Auralis, Yelahanka, Bangalore","tvs emerald auralis, yelahanka, bangalore",₹2.29 Cr,22900000,3,2,1900.0,,70000.0,70000.0,22900000,8.5,0.25,5725000.0,17175000.0,149049.0,149049.0,3435000.0,4200000.0,26335000.0,21000000.0,RENT,"3 BHK Flat for Sale in TVS Emerald Auralis, Yelahanka, Bangalore located in tvs emerald auralis, yelahanka, bangalore"
"3 BHK Flat for Sale in TVS Emerald Auralis, Yelahanka, Bangalore","tvs emerald auralis, yelahanka, bangalore",₹2.29 Cr,22900000,3,2,1900.0,,70000.0,70000.0,22900000,8.5,0.25,5725000.0,17175000.0,149049.0,149049.0,3435000.0,4200000.0,26335000.0,21000000.0,RENT,"3 BHK Flat for Sale in TVS Emerald Auralis, Yelahanka, Bangalore located in tvs emerald auralis, yelahanka, bangalore"
"3 BHK Flat for Sale in Elegant Atmos, Yelahanka, Bangalore","elegant atmos, yelahanka, bangalore",₹2.22 Cr,22200000,3,3,1843.0,,70000.0,70000.0,22200000,8.5,0.25,5550000.0,16650000.0,144493.0,144493.0,3330000.0,4200000.0,25530000.0,21000000.0,RENT,"3 BHK Flat for Sale in Elegant Atmos, Yelahanka, Bangalore located in elegant atmos, yelahanka, bangalore"
"2 BHK Flat for Sale in Sobha Palm Court, Kogilu, Bangalore","sobha palm court, kogilu, bangalore",₹1.88 Cr,18800000,2,2,1480.0,,43000.0,43000.0,18800000,8.5,0.25,4700000.0,14100000.0,122363.0,122363.0,2820000.0,2580000.0,21620000.0,12900000.0,RENT,"2 BHK Flat for Sale in Sobha Palm Court, Kogilu, Bangalore located in sobha palm court, kogilu, bangalore"
5 BHK Villa for Sale in Yelahanka Bangalore,yelahanka bangalore,₹3.98 Cr,39800000,5,5,3950.0,,454999.5,454999.5,39800000,8.5,0.25,9950000.0,29850000.0,259045.0,259045.0,5970000.0,27299970.0,45770000.0,136499850.0,BUY,5 BHK Villa for Sale in Yelahanka Bangalore located in yelahanka bangalore
"4 BHK Flat for Sale in Assetz 66 and Shibui, Whitefield, Bangalore","assetz 66 and shibui, whitefield, bangalore",₹4.79 Cr,47900000,4,4,3044.0,,195000.0,195000.0,47900000,8.5,0.25,11975000.0,35925000.0,311765.0,311765.0,7185000.0,11700000.0,55085000.0,58500000.0,BUY,"4 BHK Flat for Sale in Assetz 66 and Shibui, Whitefield, Bangalore located in assetz 66 and shibui, whitefield, bangalore"
"4 BHK Flat for Sale in Phoenix One Bangalore West, Rajajinagar, Bangalore","phoenix one bangalore west, rajajinagar, bangalore",₹7.99 Cr,79900000,4,4,,1853.0,195000.0,195000.0,79900000,8.5,0.25,19975000.0,59925000.0,520043.0,520043.0,11985000.0,11700000.0,91885000.0,58500000.0,RENT,"4 BHK Flat for Sale in Phoenix One Bangalore West, Rajajinagar, Bangalore located in phoenix one bangalore west, rajajinagar, bangalore"
"4 BHK Flat for Sale in SBR Minara, Bidarahalli, Bangalore","sbr minara, bidarahalli, bangalore",₹2.05 Cr,20500000,4,3,2038.0,,195000.0,195000.0,20500000,8.5,0.25,5125000.0,15375000.0,133428.0,133428.0,3075000.0,11700000.0,23575000.0,58500000.0,BUY,"4 BHK Flat for Sale in SBR Minara, Bidarahalli, Bangalore located in sbr minara, bidarahalli, bangalore"
"3 BHK Flat for Sale in Elite Homes, Hennur Main Road, Bangalore","elite homes, hennur main road, bangalore",₹1.30 Cr,13000000,3,3,1624.0,,70000.0,70000.0,13000000,8.5,0.25,3250000.0,9750000.0,84613.0,84613.0,1950000.0,4200000.0,14950000.0,21000000.0,BUY,"3 BHK Flat for Sale in Elite Homes, Hennur Main Road, Bangalore located in elite homes, hennur main road, bangalore"
"3 BHK Flat for Sale in Avana Floresta, Sarjapur Road, Bangalore","avana floresta, sarjapur road, bangalore",₹1.62 Cr,16200000,3,3,1830.0,,70000.0,70000.0,16200000,8.5,0.25,4050000.0,12150000.0,105441.0,105441.0,2430000.0,4200000.0,18630000.0,21000000.0,BUY,"3 BHK Flat for Sale in Avana Floresta, Sarjapur Road, Bangalore located in avana floresta, sarjapur road, bangalore"
"4 BHK Flat for Sale in Brigade Eternia, Yelahanka, Bangalore","brigade eternia, yelahanka, bangalore",₹4.45 Cr,44500000,4,3,2700.0,,195000.0,195000.0,44500000,8.5,0.25,11125000.0,33375000.0,289636.0,289636.0,6675000.0,11700000.0,51175000.0,58500000.0,BUY,"4 BHK Flat for Sale in Brigade Eternia, Yelahanka, Bangalore located in brigade eternia, yelahanka, bangalore"
"4 BHK Flat for Sale in Brigade Avalon, Whitefield, Bangalore","brigade avalon, whitefield, bangalore",₹6.42 Cr,64200000,4,3,3862.0,,195000.0,195000.0,64200000,8.5,0.25,16050000.0,48150000.0,417857.0,417857.0,9630000.0,11700000.0,73830000.0,58500000.0,RENT,"4 BHK Flat for Sale in Brigade Avalon, Whitefield, Bangalore located in brigade avalon, whitefield, bangalore"
"2 BHK Flat for Sale in Sattva Vasanta Skye, Devanahalli, Bangalore","sattva vasanta skye, devanahalli, bangalore",₹1.36 Cr,13600000,2,2,1217.0,,43000.0,43000.0,13600000,8.5,0.25,3400000.0,10200000.0,88518.0,88518.0,2040000.0,2580000.0,15640000.0,12900000.0,RENT,"2 BHK Flat for Sale in Sattva Vasanta Skye, Devanahalli, Bangalore located in sattva vasanta skye, devanahalli, bangalore"
"3 BHK Flat for Sale in Prithvi Desire Tree, Varthur, Bangalore","prithvi desire tree, varthur, bangalore",₹1.17 Cr,11700000,3,3,1385.0,,70000.0,70000.0,11700000,8.5,0.25,2925000.0,8775000.0,76151.0,76151.0,1755000.0,4200000.0,13455000.0,21000000.0,BUY,"3 BHK Flat for Sale in Prithvi Desire Tree, Varthur, Bangalore located in prithvi desire tree, varthur, bangalore"
4 BHK Villa for Sale in Yelahanka Bangalore,yelahanka bangalore,₹3.33 Cr,33300000,4,4,3300.0,,195000.0,195000.0,33300000,8.5,0.25,8325000.0,24975000.0,216739.0,216739.0,4995000.0,11700000.0,38295000.0,58500000.0,BUY,4 BHK Villa for Sale in Yelahanka Bangalore located in yelahanka bangalore
"2 BHK Flat for Sale in Shriram Greenfield, Budigere, Bangalore","shriram greenfield, budigere, bangalore",₹94.8 Lac,9480000,2,2,985.0,,43000.0,43000.0,9480000,8.5,0.25,2370000.0,7110000.0,61702.0,61702.0,1422000.0,2580000.0,10902000.0,12900000.0,BUY,"2 BHK Flat for Sale in Shriram Greenfield, Budigere, Bangalore located in shriram greenfield, budigere, bangalore"
"3 BHK Flat for Sale in Shapoorji Pallonji Parkwest Phase 2, Binny Pete, Bangalore","shapoorji pallonji parkwest phase 2, binny pete, bangalore",₹2.90 Cr,29000000,3,3,2131.0,,70000.0,70000.0,29000000,8.5,0.25,7250000.0,21750000.0,188752.0,188752.0,4350000.0,4200000.0,33350000.0,21000000.0,RENT,"3 BHK Flat for Sale in Shapoorji Pallonji Parkwest Phase 2, Binny Pete, Bangalore located in shapoorji pallonji parkwest phase 2, binny pete, bangalore"
"3 BHK Flat for Sale in Sobha Neopolis, Panathur, Bangalore","sobha neopolis, panathur, bangalore",₹2.80 Cr,28000000,3,3,1915.0,,70000.0,70000.0,28000000,8.5,0.25,7000000.0,21000000.0,182243.0,182243.0,4200000.0,4200000.0,32200000.0,21000000.0,RENT,"3 BHK Flat for Sale in Sobha Neopolis, Panathur, Bangalore located in sobha neopolis, panathur, bangalore"
"3 BHK Flat for Sale in TVS Emerald Auralis, Yelahanka, Bangalore","tvs emerald auralis, yelahanka, bangalore",₹1.82 Cr,18200000,3,3,1509.0,,70000.0,70000.0,18200000,8.5,0.25,4550000.0,13650000.0,118458.0,118458.0,2730000.0,4200000.0,20930000.0,21000000.0,BUY,"3 BHK Flat for Sale in TVS Emerald Auralis, Yelahanka, Bangalore located in tvs emerald auralis, yelahanka, bangalore"
"3 BHK Flat for Sale in SBR One Residence, Whitefield, Bangalore","sbr one residence, whitefield, bangalore",₹2.46 Cr,24600000,3,3,1752.0,,70000.0,70000.0,24600000,8.5,0.25,6150000.0,18450000.0,160113.0,160113.0,3690000.0,4200000.0,28290000.0,21000000.0,RENT,"3 BHK Flat for Sale in SBR One Residence, Whitefield, Bangalore located in sbr one residence, whitefield, bangalore"
"3 BHK Flat for Sale in Livingtree by Kalyani Developers, Bagaluru, Bangalore","livingtree by kalyani developers, bagaluru, bangalore",₹1.50 Cr,15000000,3,3,1637.0,,70000.0,70000.0,15000000,8.5,0.25,3750000.0,11250000.0,97630.0,97630.0,2250000.0,4200000.0,17250000.0,21000000.0,BUY,"3 BHK Flat for Sale in Livingtree by Kalyani Developers, Bagaluru, Bangalore located in livingtree by kalyani developers, bagaluru, bangalore"
"4 BHK Flat for Sale in CKPC Winds of Change, Yelahanka, Bangalore","ckpc winds of change, yelahanka, bangalore",₹2.41 Cr,24100000,4,4,2368.0,,195000.0,195000.0,24100000,8.5,0.25,6025000.0,18075000.0,156859.0,156859.0,3615000.0,11700000.0,27715000.0,58500000.0,BUY,"4 BHK Flat for Sale in CKPC Winds of Change, Yelahanka, Bangalore located in ckpc winds of change, yelahanka, bangalore"
"3 BHK Flat for Sale in TG Legacy, Hosa Road, off Hosur Road, Bangalore","tg legacy, hosa road, off hosur road, bangalore",₹1.54 Cr,15400000,3,3,,1324.0,70000.0,70000.0,15400000,8.5,0.25,3850000.0,11550000.0,100234.0,100234.0,2310000.0,4200000.0,17710000.0,21000000.0,BUY,"3 BHK Flat for Sale in TG Legacy, Hosa Road, off Hosur Road, Bangalore located in tg legacy, hosa road, off hosur road, bangalore"
"4 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore","vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore",₹4.76 Cr,47600000,4,4,,1663.0,195000.0,195000.0,47600000,8.5,0.25,11900000.0,35700000.0,309813.0,309813.0,7140000.0,11700000.0,54740000.0,58500000.0,BUY,"4 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore located in vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore"
"4 BHK Flat for Sale in Lodha Haven, Hosa Road, off Hosur Road, Bangalore","lodha haven, hosa road, off hosur road, bangalore",₹5.10 Cr,51000000,4,4,3000.0,,195000.0,195000.0,51000000,8.5,0.25,12750000.0,38250000.0,331942.0,331942.0,7650000.0,11700000.0,58650000.0,58500000.0,RENT,"4 BHK Flat for Sale in Lodha Haven, Hosa Road, off Hosur Road, Bangalore located in lodha haven, hosa road, off hosur road, bangalore"
"3 BHK Flat for Sale in Total Environment In That Quiet Earth, Hennur Main Road, Bangalore","total environment in that quiet earth, hennur main road, bangalore",₹3.98 Cr,39800000,3,3,2626.0,,70000.0,70000.0,39800000,8.5,0.25,9950000.0,29850000.0,259045.0,259045.0,5970000.0,4200000.0,45770000.0,21000000.0,RENT,"3 BHK Flat for Sale in Total Environment In That Quiet Earth, Hennur Main Road, Bangalore located in total environment in that quiet earth, hennur main road, bangalore"
"4 BHK Flat for Sale in Folium By Sumadhura Phase 2, Whitefield, Bangalore","folium by sumadhura phase 2, whitefield, bangalore",₹4 Cr,40000000,4,4,,1675.0,195000.0,195000.0,40000000,8.5,0.25,10000000.0,30000000.0,260347.0,260347.0,6000000.0,11700000.0,46000000.0,58500000.0,BUY,"4 BHK Flat for Sale in Folium By Sumadhura Phase 2, Whitefield, Bangalore located in folium by sumadhura phase 2, whitefield, bangalore"
"3 BHK Flat for Sale in Brigade Lakecrest, Krishnarajapura, Bangalore","brigade lakecrest, krishnarajapura, bangalore",₹2.70 Cr,27000000,3,4,2161.0,,70000.0,70000.0,27000000,8.5,0.25,6750000.0,20250000.0,175734.0,175734.0,4050000.0,4200000.0,31050000.0,21000000.0,RENT,"3 BHK Flat for Sale in Brigade Lakecrest, Krishnarajapura, Bangalore located in brigade lakecrest, krishnarajapura, bangalore"
"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore","prestige raintree park, varthur, bangalore",₹3.67 Cr,36700000,4,4,2588.0,,195000.0,195000.0,36700000,8.5,0.25,9175000.0,27525000.0,238868.0,238868.0,5505000.0,11700000.0,42205000.0,58500000.0,BUY,"4 BHK Flat for Sale in Prestige Raintree Park, Varthur, Bangalore located in prestige raintree park, varthur, bangalore"
"3 BHK Flat for Sale in Provident Ecopolitan, Bagaluru, Bangalore","provident ecopolitan, bagaluru, bangalore",₹1.36 Cr,13600000,3,3,1304.0,,70000.0,70000.0,13600000,8.5,0.25,3400000.0,10200000.0,88518.0,88518.0,2040000.0,4200000.0,15640000.0,21000000.0,BUY,"3 BHK Flat for Sale in Provident Ecopolitan, Bagaluru, Bangalore located in provident ecopolitan, bagaluru, bangalore"
"3 BHK Flat for Sale in Barca At Godrej MSR City, Devanahalli, Bangalore","barca at godrej msr city, devanahalli, bangalore",₹2.21 Cr,22100000,3,3,,1538.0,70000.0,70000.0,22100000,8.5,0.25,5525000.0,16575000.0,143842.0,143842.0,3315000.0,4200000.0,25415000.0,21000000.0,RENT,"3 BHK Flat for Sale in Barca At Godrej MSR City, Devanahalli, Bangalore located in barca at godrej msr city, devanahalli, bangalore"
"4 BHK Flat for Sale in Assetz Zen and Sato, Yelahanka, Bangalore","assetz zen and sato, yelahanka, bangalore",₹3.97 Cr,39700000,4,4,2955.0,,195000.0,195000.0,39700000,8.5,0.25,9925000.0,29775000.0,258394.0,258394.0,5955000.0,11700000.0,45655000.0,58500000.0,BUY,"4 BHK Flat for Sale in Assetz Zen and Sato, Yelahanka, Bangalore located in assetz zen and sato, yelahanka, bangalore"
"2 BHK Flat for Sale in Godrej Woodscapes, Budigere Cross, Bangalore","godrej woodscapes, budigere cross, bangalore",₹1.53 Cr,15300000,2,2,1340.0,,43000.0,43000.0,15300000,8.5,0.25,3825000.0,11475000.0,99583.0,99583.0,2295000.0,2580000.0,17595000.0,12900000.0,RENT,"2 BHK Flat for Sale in Godrej Woodscapes, Budigere Cross, Bangalore located in godrej woodscapes, budigere cross, bangalore"
"4 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore","vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore",₹4.76 Cr,47600000,4,4,,1663.0,195000.0,195000.0,47600000,8.5,0.25,11900000.0,35700000.0,309813.0,309813.0,7140000.0,11700000.0,54740000.0,58500000.0,BUY,"4 BHK Flat for Sale in Vaishnavi At One Krishna Brindavan, Stage 2nd Banashankari, Bangalore located in vaishnavi at one krishna brindavan, stage 2nd banashankari, bangalore"
"4 BHK Flat for Sale in SBR Minara, Bidarahalli, Bangalore","sbr minara, bidarahalli, bangalore",₹2.05 Cr,20500000,4,3,2038.0,,195000.0,195000.0,20500000,8.5,0.25,5125000.0,15375000.0,133428.0,133428.0,3075000.0,11700000.0,23575000.0,58500000.0,BUY,"4 BHK Flat for Sale in SBR Minara, Bidarahalli, Bangalore located in sbr minara, bidarahalli, bangalore"
"3 BHK Flat for Sale in SATTVA FOREST RIDGE, Phase 9th JP Nagar, Bangalore","sattva forest ridge, phase 9th jp nagar, bangalore",₹1.66 Cr,16600000,3,3,1616.0,,70000.0,70000.0,16600000,8.5,0.25,4150000.0,12450000.0,108044.0,108044.0,2490000.0,4200000.0,19090000.0,21000000.0,BUY,"3 BHK Flat for Sale in SATTVA FOREST RIDGE, Phase 9th JP Nagar, Bangalore located in sattva forest ridge, phase 9th jp nagar, bangalore"
"4 BHK Flat for Sale in True North By Livingwalls, Hennur Main Road, Bangalore","true north by livingwalls, hennur main road, bangalore",₹4.30 Cr,43000000,4,3,3187.0,,195000.0,195000.0,43000000,8.5,0.25,10750000.0,32250000.0,279873.0,279873.0,6450000.0,11700000.0,49450000.0,58500000.0,BUY,"4 BHK Flat for Sale in True North By Livingwalls, Hennur Main Road, Bangalore located in true north by livingwalls, hennur main road, bangalore"
"3 BHK Flat for Sale in Brigade Eternia, Yelahanka, Bangalore","brigade eternia, yelahanka, bangalore",₹2.93 Cr,29300000,3,3,1953.0,,70000.0,70000.0,29300000,8.5,0.25,7325000.0,21975000.0,190704.0,190704.0,4395000.0,4200000.0,33695000.0,21000000.0,RENT,"3 BHK Flat for Sale in Brigade Eternia, Yelahanka, Bangalore located in brigade eternia, yelahanka, bangalore"
