title,location,price_raw,price_value,bhk,bathrooms,super_area_sqft,carpet_area_sqft,rent_real,initial_monthly_rent,property_price,interest_rate,down_payment_percent,down_payment,loan_amount,monthly_emi,effective_rent,total_tax_buy,total_tax_rent,final_buying_cost,final_renting_cost,decision,search_text
4 BHK Villa for Sale in Old Madras Road Bangalore,old madras road bangalore,₹3.30 Cr,33000000,4,4,3200.0,,195000.0,195000.0,33000000,8.5,0.25,8250000.0,24750000.0,214786.0,214786.0,4950000.0,11700000.0,37950000.0,58500000.0,BUY,4 BHK Villa for Sale in Old Madras Road Bangalore located in old madras road bangalore
"3 BHK Flat for Sale in Vars Golden Gables, Block 4 Koramangala, Bangalore","vars golden gables, block 4 koramangala, bangalore",₹1.40 Cr,14000000,3,2,,1300.0,70000.0,70000.0,14000000,8.5,0.25,3500000.0,10500000.0,91121.0,91121.0,2100000.0,4200000.0,16100000.0,21000000.0,BUY,"3 BHK Flat for Sale in Vars Golden Gables, Block 4 Koramangala, Bangalore located in vars golden gables, block 4 koramangala, bangalore"
"3 BHK Flat for Sale in Artisane Forest Breeze, Panduranga Nagar, bannerghatta main Road, Bangalore","artisane forest breeze, panduranga nagar, bannerghatta main road, bangalore",₹5.50 Cr,55000000,3,3,2800.0,,70000.0,70000.0,55000000,8.5,0.25,13750000.0,41250000.0,357977.0,357977.0,8250000.0,4200000.0,63250000.0,21000000.0,RENT,"3 BHK Flat for Sale in Artisane Forest Breeze, Panduranga Nagar, bannerghatta main Road, Bangalore located in artisane forest breeze, panduranga nagar, bannerghatta main road, bangalore"
"3 BHK Flat for Sale in Prestige Ivy Terraces, Marathahalli Sarjapur Outer Ring Road, Bangalore","prestige ivy terraces, marathahalli sarjapur outer ring road, bangalore",₹3.20 Cr,32000000,3,3,1615.0,,70000.0,70000.0,32000000,8.5,0.25,8000000.0,24000000.0,208278.0,208278.0,4800000.0,4200000.0,36800000.0,21000000.0,RENT,"3 BHK Flat for Sale in Prestige Ivy Terraces, Marathahalli Sarjapur Outer Ring Road, Bangalore located in prestige ivy terraces, marathahalli sarjapur outer ring road, bangalore"
"3 BHK Flat for Sale in Casa Dream, Hebbal, Bangalore","casa dream, hebbal, bangalore",₹99 Lac,9900000,3,3,,1657.0,70000.0,70000.0,9900000,8.5,0.25,2475000.0,7425000.0,64436.0,64436.0,1485000.0,4200000.0,11385000.0,21000000.0,BUY,"3 BHK Flat for Sale in Casa Dream, Hebbal, Bangalore located in casa dream, hebbal, bangalore"
"4 BHK Flat for Sale in RJ Manor Apartments, 1A Block Koramangala, Bangalore","rj manor apartments, 1a block koramangala, bangalore",₹3.25 Cr,32500000,4,4,,1900.0,195000.0,195000.0,32500000,8.5,0.25,8125000.0,24375000.0,211532.0,211532.0,4875000.0,11700000.0,37375000.0,58500000.0,BUY,"4 BHK Flat for Sale in RJ Manor Apartments, 1A Block Koramangala, Bangalore located in rj manor apartments, 1a block koramangala, bangalore"
"3 BHK Flat for Sale in Halasuru, Bangalore","halasuru, bangalore",₹6.60 Cr,66000000,3,3,,2400.0,70000.0,70000.0,66000000,8.5,0.25,16500000.0,49500000.0,429573.0,429573.0,9900000.0,4200000.0,75900000.0,21000000.0,RENT,"3 BHK Flat for Sale in Halasuru, Bangalore located in halasuru, bangalore"
"2 BHK Flat for Sale in Arvind Oasis, Tumkur Road, Bangalore","arvind oasis, tumkur road, bangalore",₹1.20 Cr,12000000,2,2,1542.0,,43000.0,43000.0,12000000,8.5,0.25,3000000.0,9000000.0,78104.0,78104.0,1800000.0,2580000.0,13800000.0,12900000.0,RENT,"2 BHK Flat for Sale in Arvind Oasis, Tumkur Road, Bangalore located in arvind oasis, tumkur road, bangalore"
"2 BHK Flat for Sale in Benson Town, Bangalore","benson town, bangalore",₹1.35 Cr,13500000,2,2,,1000.0,43000.0,43000.0,13500000,8.5,0.25,3375000.0,10125000.0,87867.0,87867.0,2025000.0,2580000.0,15525000.0,12900000.0,RENT,"2 BHK Flat for Sale in Benson Town, Bangalore located in benson town, bangalore"
"3 BHK Flat for Sale in KHB Colony Hoskote, Bangalore","khb colony hoskote, bangalore",₹80 Lac,8000000,3,3,,1400.0,70000.0,70000.0,8000000,8.5,0.25,2000000.0,6000000.0,52069.0,52069.0,1200000.0,4200000.0,9200000.0,21000000.0,BUY,"3 BHK Flat for Sale in KHB Colony Hoskote, Bangalore located in khb colony hoskote, bangalore"
"2 BHK Flat for Sale in Abodh Valmark, Manayata Tech Park, Bangalore","abodh valmark, manayata tech park, bangalore",₹1 Cr,10000000,2,2,1310.0,,43000.0,43000.0,10000000,8.5,0.25,2500000.0,7500000.0,65087.0,65087.0,1500000.0,2580000.0,11500000.0,12900000.0,BUY,"2 BHK Flat for Sale in Abodh Valmark, Manayata Tech Park, Bangalore located in abodh valmark, manayata tech park, bangalore"
"2 BHK Flat for Sale in Godrej Park Retreat, Chikkakannalli, Bangalore","godrej park retreat, chikkakannalli, bangalore",₹1.50 Cr,15000000,2,2,,678.0,43000.0,43000.0,15000000,8.5,0.25,3750000.0,11250000.0,97630.0,97630.0,2250000.0,2580000.0,17250000.0,12900000.0,RENT,"2 BHK Flat for Sale in Godrej Park Retreat, Chikkakannalli, Bangalore located in godrej park retreat, chikkakannalli, bangalore"
"2 BHK Flat for Sale in Raheja Residency, Koramangala, Bangalore","raheja residency, koramangala, bangalore",₹2.20 Cr,22000000,2,2,1200.0,,43000.0,43000.0,22000000,8.5,0.25,5500000.0,16500000.0,143191.0,143191.0,3300000.0,2580000.0,25300000.0,12900000.0,RENT,"2 BHK Flat for Sale in Raheja Residency, Koramangala, Bangalore located in raheja residency, koramangala, bangalore"
"3 BHK Flat for Sale in Nambiar District 25, Sarjapur Road, Bangalore","nambiar district 25, sarjapur road, bangalore",₹2.09 Cr,20900000,3,3,,1335.0,70000.0,70000.0,20900000,8.5,0.25,5225000.0,15675000.0,136031.0,136031.0,3135000.0,4200000.0,24035000.0,21000000.0,RENT,"3 BHK Flat for Sale in Nambiar District 25, Sarjapur Road, Bangalore located in nambiar district 25, sarjapur road, bangalore"
"3 BHK Flat for Sale in Doddathoguru, Electronic City, Bangalore","doddathoguru, electronic city, bangalore",₹68.5 Lac,6850000,3,2,,1450.0,70000.0,70000.0,6850000,8.5,0.25,1712500.0,5137500.0,44584.0,44584.0,1027500.0,4200000.0,7877500.0,21000000.0,BUY,"3 BHK Flat for Sale in Doddathoguru, Electronic City, Bangalore located in doddathoguru, electronic city, bangalore"
"2 BHK Flat for Sale in Salarpuria Sattva Greenage, Hosur Road, Bangalore","salarpuria sattva greenage, hosur road, bangalore",₹2.04 Cr,20400000,2,2,,1132.0,43000.0,43000.0,20400000,8.5,0.25,5100000.0,15300000.0,132777.0,132777.0,3060000.0,2580000.0,23460000.0,12900000.0,RENT,"2 BHK Flat for Sale in Salarpuria Sattva Greenage, Hosur Road, Bangalore located in salarpuria sattva greenage, hosur road, bangalore"
"2 BHK Flat for Sale in Skyline RK Atlantis, Mahadevapura, Bangalore","skyline rk atlantis, mahadevapura, bangalore",₹1.33 Cr,13300000,2,2,1257.0,,43000.0,43000.0,13300000,8.5,0.25,3325000.0,9975000.0,86565.0,86565.0,1995000.0,2580000.0,15295000.0,12900000.0,RENT,"2 BHK Flat for Sale in Skyline RK Atlantis, Mahadevapura, Bangalore located in skyline rk atlantis, mahadevapura, bangalore"
"5 BHK Flat for Sale in Palm de Hoods, Kalyan Nagar, Bangalore","palm de hoods, kalyan nagar, bangalore",₹2 Cr,20000000,5,4,,2000.0,454999.5,454999.5,20000000,8.5,0.25,5000000.0,15000000.0,130173.0,130173.0,3000000.0,27299970.0,23000000.0,136499850.0,BUY,"5 BHK Flat for Sale in Palm de Hoods, Kalyan Nagar, Bangalore located in palm de hoods, kalyan nagar, bangalore"
"3 BHK Flat for Sale in Sowparnika Ashiyana, Whitefield, Bangalore","sowparnika ashiyana, whitefield, bangalore",₹79.5 Lac,7950000,3,2,899.0,,70000.0,70000.0,7950000,8.5,0.25,1987500.0,5962500.0,51744.0,51744.0,1192500.0,4200000.0,9142500.0,21000000.0,BUY,"3 BHK Flat for Sale in Sowparnika Ashiyana, Whitefield, Bangalore located in sowparnika ashiyana, whitefield, bangalore"
4 BHK Villa for Sale in Neeladri Nagar Bangalore,neeladri nagar bangalore,₹3.81 Cr,38100000,4,4,,2255.0,195000.0,195000.0,38100000,8.5,0.25,9525000.0,28575000.0,247980.0,247980.0,5715000.0,11700000.0,43815000.0,58500000.0,BUY,4 BHK Villa for Sale in Neeladri Nagar Bangalore located in neeladri nagar bangalore
"3 BHK Flat for Sale in Down By The Water, Jakkuru Layout, Jakkuru, Bangalore","down by the water, jakkuru layout, jakkuru, bangalore",₹5.25 Cr,52500000,3,3,,1591.0,70000.0,70000.0,52500000,8.5,0.25,13125000.0,39375000.0,341705.0,341705.0,7875000.0,4200000.0,60375000.0,21000000.0,RENT,"3 BHK Flat for Sale in Down By The Water, Jakkuru Layout, Jakkuru, Bangalore located in down by the water, jakkuru layout, jakkuru, bangalore"
"3 BHK Flat for Sale in Sobha Indraprastha, 1st Block Rajajinagar, Bangalore","sobha indraprastha, 1st block rajajinagar, bangalore",₹5.10 Cr,51000000,3,3,,1900.0,70000.0,70000.0,51000000,8.5,0.25,12750000.0,38250000.0,331942.0,331942.0,7650000.0,4200000.0,58650000.0,21000000.0,RENT,"3 BHK Flat for Sale in Sobha Indraprastha, 1st Block Rajajinagar, Bangalore located in sobha indraprastha, 1st block rajajinagar, bangalore"
"2 BHK Flat for Sale in Godrej Park Retreat, Sarjapur Road, Bangalore","godrej park retreat, sarjapur road, bangalore",₹1.30 Cr,13000000,2,2,1090.0,,43000.0,43000.0,13000000,8.5,0.25,3250000.0,9750000.0,84613.0,84613.0,1950000.0,2580000.0,14950000.0,12900000.0,RENT,"2 BHK Flat for Sale in Godrej Park Retreat, Sarjapur Road, Bangalore located in godrej park retreat, sarjapur road, bangalore"
"3 BHK Flat for Sale in Prestige Garden Bay, Yelahanka, Bangalore","prestige garden bay, yelahanka, bangalore",₹2.20 Cr,22000000,3,4,2159.0,,70000.0,70000.0,22000000,8.5,0.25,5500000.0,16500000.0,143191.0,143191.0,3300000.0,4200000.0,25300000.0,21000000.0,RENT,"3 BHK Flat for Sale in Prestige Garden Bay, Yelahanka, Bangalore located in prestige garden bay, yelahanka, bangalore"
"3 BHK Flat for Sale in Phoenix One Bangalore West, Rajajinagar, Bangalore","phoenix one bangalore west, rajajinagar, bangalore",₹7.30 Cr,73000000,3,3,,1800.0,70000.0,70000.0,73000000,8.5,0.25,18250000.0,54750000.0,475133.0,475133.0,10950000.0,4200000.0,83950000.0,21000000.0,RENT,"3 BHK Flat for Sale in Phoenix One Bangalore West, Rajajinagar, Bangalore located in phoenix one bangalore west, rajajinagar, bangalore"
"2 BHK Flat for Sale in Bhartiya Nikoo Homes, Thanisandra, Bangalore","bhartiya nikoo homes, thanisandra, bangalore",₹1.10 Cr,11000000,2,2,,820.0,43000.0,43000.0,11000000,8.5,0.25,2750000.0,8250000.0,71595.0,71595.0,1650000.0,2580000.0,12650000.0,12900000.0,BUY,"2 BHK Flat for Sale in Bhartiya Nikoo Homes, Thanisandra, Bangalore located in bhartiya nikoo homes, thanisandra, bangalore"
